credit_limit,num_cards_issued,account_age,pin_age,has_chip,card_type,card_on_dark_web,card_brand_encoded,Cluster
13100.0,1,12,12,1,1.0,0,0,0
16516.0,1,23,1,1,0.0,0,2,2
15700.0,1,0,1,1,1.0,0,1,0
21058.0,1,23,19,1,0.0,0,1,2
91.0,2,10,10,1,1.0,0,2,0
13400.0,1,21,12,1,1.0,0,1,0
25942.0,1,14,0,0,0.0,0,2,3
10700.0,2,23,13,1,1.0,0,1,0
4900.0,2,6,6,1,1.0,0,1,0
18100.0,1,6,6,0,1.0,0,1,3
22660.0,2,0,19,1,0.0,0,1,1
19800.0,1,15,1,1,1.0,0,0,0
4317.0,2,25,1,1,0.0,0,1,1
14719.0,1,26,4,0,0.0,0,1,3
9532.0,1,9,9,1,0.0,0,1,2
10900.0,1,20,12,1,1.0,0,1,0
6200.0,2,25,0,1,1.0,0,1,0
4355.0,2,1,16,1,0.0,0,1,1
28963.0,1,19,0,1,0.0,0,1,2
20913.0,2,10,10,1,0.0,0,1,1
23344.0,1,16,16,1,0.0,0,1,2
33642.0,2,10,10,1,0.0,0,1,1
14695.0,1,16,1,1,0.0,0,1,2
29950.0,1,18,13,1,0.0,0,2,2
4600.0,2,19,1,1,1.0,0,2,0
9796.0,2,23,13,1,0.0,0,1,1
17826.0,1,17,2,1,0.0,0,1,2
19086.0,1,20,2,1,0.0,0,1,2
17345.0,2,12,12,1,0.0,0,2,1
17976.0,2,13,13,1,0.0,0,2,1
29573.0,2,18,2,1,0.0,0,2,1
16375.0,1,6,6,1,0.0,0,1,2
53466.0,2,19,13,1,0.0,0,1,1
7200.0,2,11,11,0,1.0,0,1,3
12915.0,1,15,13,1,0.0,0,1,2
84.0,2,17,9,1,1.0,0,2,0
17600.0,2,8,8,1,1.0,0,0,0
31542.0,1,20,2,1,0.0,0,1,2
23049.0,2,13,13,1,0.0,0,1,1
29734.0,1,9,9,1,0.0,0,2,2
27000.0,2,15,10,1,1.0,0,2,0
18.0,1,18,16,1,1.0,0,1,0
17848.0,1,11,11,1,0.0,0,1,2
25563.0,1,16,16,0,0.0,0,1,3
12000.0,2,16,16,1,1.0,0,2,0
11873.0,3,6,6,1,0.0,0,2,1
7200.0,1,6,6,1,1.0,0,1,0
500.0,2,16,16,1,1.0,0,1,0
22697.0,1,6,6,1,0.0,0,1,2
18000.0,1,13,13,1,1.0,0,1,0
32903.0,1,16,16,1,0.0,0,1,2
12764.0,2,1,16,1,0.0,0,2,1
7541.0,2,18,13,1,0.0,0,1,1
1266.0,2,19,0,1,0.0,0,2,1
9500.0,1,12,12,0,1.0,0,1,3
1837.0,2,16,16,1,0.0,0,1,1
17453.0,2,20,4,1,0.0,0,1,1
28283.0,1,18,0,0,0.0,0,2,3
13500.0,1,16,0,1,1.0,0,2,0
13300.0,2,14,0,1,1.0,0,2,0
14400.0,1,16,0,1,1.0,0,2,0
4400.0,1,14,0,1,1.0,0,2,0
13000.0,1,6,6,1,1.0,0,1,0
16100.0,1,6,6,0,1.0,0,1,3
7629.0,2,6,6,1,0.0,0,1,1
16538.0,1,14,0,0,0.0,0,1,3
9737.0,1,10,10,1,0.0,0,1,2
6500.0,1,15,12,1,1.0,0,1,0
2650.0,2,15,13,1,0.0,0,1,1
6940.0,2,20,2,1,0.0,0,1,1
23408.0,2,30,4,1,0.0,0,1,1
9700.0,2,0,19,1,1.0,0,2,0
10538.0,2,20,20,0,0.0,0,1,3
6853.0,2,25,20,1,0.0,0,1,1
607.0,2,24,16,1,0.0,0,1,1
0.0,1,16,16,1,1.0,0,1,0
8253.0,2,0,1,1,0.0,0,2,1
2600.0,2,15,1,0,1.0,0,1,3
7300.0,1,24,16,0,1.0,0,1,3
15000.0,1,17,2,1,1.0,0,2,0
18700.0,2,6,6,1,1.0,0,1,0
15700.0,1,16,12,0,1.0,0,2,3
18101.0,2,6,6,0,0.0,0,1,3
8400.0,1,6,6,1,1.0,0,2,0
20900.0,2,6,6,1,1.0,0,1,0
23700.0,1,6,6,1,1.0,0,2,0
26083.0,1,17,2,1,0.0,0,2,2
31589.0,1,18,4,1,0.0,0,2,2
24200.0,2,26,13,1,1.0,0,2,0
18321.0,2,6,6,1,0.0,0,1,1
15377.0,1,0,1,1,0.0,0,1,2
12990.0,1,19,10,1,0.0,0,2,2
8509.0,1,16,16,1,0.0,0,2,2
96907.0,1,12,12,1,0.0,0,2,2
76.0,2,21,19,1,1.0,0,2,0
31767.0,2,6,6,1,0.0,0,2,1
16000.0,2,15,0,1,1.0,0,1,0
300.0,1,14,0,1,1.0,0,2,0
2236.0,2,26,11,1,0.0,0,1,1
21591.0,2,16,16,1,0.0,0,2,1
11521.0,2,6,6,1,0.0,0,1,1
11300.0,2,18,2,1,1.0,0,2,0
8400.0,1,17,1,1,1.0,0,1,0
18702.0,1,19,19,1,0.0,0,2,2
24806.0,1,19,19,1,0.0,0,2,2
19856.0,1,19,1,1,0.0,0,2,2
68.0,2,16,16,1,1.0,0,2,0
13390.0,1,6,6,1,0.0,0,1,2
4200.0,2,10,10,1,1.0,0,0,0
2292.0,2,17,11,1,0.0,0,2,1
7600.0,2,20,2,0,1.0,0,1,3
6200.0,2,21,8,1,1.0,0,2,0
12900.0,1,1,1,1,1.0,0,1,0
18820.0,2,18,11,1,0.0,0,1,1
16167.0,2,0,2,1,0.0,0,2,1
4200.0,2,19,1,1,1.0,0,1,0
18861.0,2,20,1,1,0.0,0,1,1
27231.0,1,15,1,0,0.0,0,2,3
24390.0,1,6,6,1,0.0,0,2,2
3106.0,1,6,6,1,0.0,0,1,2
13595.0,2,20,16,1,0.0,0,1,1
12300.0,2,21,2,1,1.0,0,1,0
20743.0,1,10,10,1,0.0,0,1,2
17706.0,2,23,16,1,0.0,0,1,1
20962.0,2,17,2,1,0.0,0,1,1
30160.0,1,23,9,0,0.0,0,2,3
28937.0,1,0,4,0,0.0,0,2,3
22.0,2,21,1,0,1.0,0,1,3
7562.0,2,24,1,1,0.0,0,1,1
17211.0,2,1,13,1,0.0,0,1,1
9500.0,2,18,16,0,1.0,0,2,3
24191.0,2,15,1,1,0.0,0,1,1
68.0,2,21,20,1,1.0,0,1,0
8037.0,2,19,16,1,0.0,0,1,1
97.0,2,17,11,1,1.0,0,1,0
18242.0,1,10,10,1,0.0,0,1,2
62.0,2,6,6,1,1.0,0,2,0
46.0,1,6,6,1,1.0,0,1,0
20195.0,2,14,0,1,0.0,0,1,1
39818.0,2,7,7,1,0.0,0,1,1
33736.0,2,16,16,1,0.0,0,2,1
17850.0,2,18,4,1,0.0,0,1,1
1981.0,2,16,12,0,0.0,0,2,3
15695.0,1,17,16,1,0.0,0,1,2
23475.0,2,18,1,1,0.0,0,1,1
12900.0,1,25,1,1,1.0,0,1,0
91.0,1,15,1,1,1.0,0,1,0
42116.0,2,16,1,1,0.0,0,1,1
21370.0,2,21,16,0,0.0,0,2,3
16200.0,2,19,1,1,1.0,0,1,0
10700.0,2,17,1,1,1.0,0,2,0
89.0,1,16,16,1,1.0,0,1,0
11398.0,3,20,13,1,0.0,0,1,1
8200.0,2,18,16,1,1.0,0,1,0
6100.0,1,18,4,1,1.0,0,1,0
15820.0,1,15,1,1,0.0,0,1,2
9774.0,2,6,6,1,0.0,0,1,1
22833.0,1,13,13,1,0.0,0,2,2
34888.0,2,7,7,1,0.0,0,2,1
22297.0,1,9,9,1,0.0,0,1,2
30323.0,2,6,6,1,0.0,0,1,1
18162.0,1,8,8,1,0.0,0,1,2
8700.0,1,6,6,1,1.0,0,1,0
17620.0,1,7,7,0,0.0,0,2,3
17853.0,2,18,1,1,0.0,0,2,1
10794.0,1,8,8,1,0.0,0,1,2
15832.0,1,16,1,1,0.0,0,1,2
26.0,1,20,7,1,1.0,0,1,0
16300.0,2,19,2,1,1.0,0,1,0
33103.0,1,13,13,1,0.0,0,1,2
20847.0,1,18,16,1,0.0,0,1,2
31807.0,1,13,13,1,0.0,0,1,2
16100.0,1,24,12,1,1.0,0,2,0
28894.0,1,24,1,1,0.0,0,1,2
15409.0,2,17,16,1,0.0,0,1,1
5300.0,1,23,0,1,1.0,0,1,0
13469.0,1,20,2,1,0.0,0,1,2
16407.0,1,6,6,1,0.0,0,1,2
61.0,2,18,11,1,1.0,0,1,0
40628.0,2,17,12,1,0.0,0,1,1
24980.0,2,18,12,1,0.0,0,1,1
10290.0,1,6,6,1,0.0,0,1,2
84.0,1,8,8,1,1.0,0,1,0
13725.0,1,19,12,1,0.0,0,2,2
8278.0,2,18,16,1,0.0,0,2,1
13514.0,2,17,8,1,0.0,0,2,1
3800.0,1,15,1,1,1.0,0,1,0
15119.0,2,21,1,1,0.0,0,1,1
81.0,2,16,16,1,1.0,0,2,0
1543.0,2,23,2,1,0.0,0,1,1
13200.0,1,6,6,1,1.0,0,2,0
6400.0,2,19,1,1,1.0,0,1,0
3500.0,1,26,19,1,1.0,0,2,0
12606.0,1,8,8,1,0.0,0,2,2
96.0,2,19,2,1,1.0,0,2,0
18964.0,1,23,2,1,0.0,0,1,2
3711.0,2,19,13,1,0.0,0,1,1
35279.0,1,11,11,0,0.0,0,1,3
13800.0,2,18,11,1,1.0,0,2,0
19400.0,1,19,16,1,1.0,0,2,0
51012.0,1,12,12,1,0.0,0,1,2
7600.0,1,20,2,1,1.0,0,2,0
8052.0,2,21,0,1,0.0,0,1,1
8600.0,1,21,19,1,1.0,0,1,0
20128.0,2,7,7,1,0.0,0,1,1
91.0,2,15,0,1,1.0,0,1,0
93.0,1,16,16,1,1.0,0,1,0
9800.0,2,13,13,1,1.0,0,2,0
6700.0,2,16,1,1,1.0,0,2,0
22639.0,1,18,16,1,0.0,0,1,2
1100.0,1,11,11,1,1.0,0,0,0
86.0,1,13,13,1,1.0,0,1,0
2330.0,2,16,1,1,0.0,0,2,1
5900.0,2,6,6,1,1.0,0,2,0
47372.0,2,19,4,1,0.0,0,2,1
28127.0,2,16,16,0,0.0,0,2,3
28.0,1,20,20,1,1.0,0,1,0
62081.0,2,6,6,1,0.0,0,2,1
6700.0,1,17,2,1,1.0,0,2,0
6700.0,1,20,0,1,1.0,0,2,0
58.0,1,6,6,0,1.0,0,1,3
19400.0,2,20,4,1,1.0,0,2,0
4052.0,2,16,13,1,0.0,0,2,1
9300.0,2,0,16,1,1.0,0,2,0
9600.0,1,6,6,1,1.0,0,2,0
146.0,2,6,6,1,0.0,0,1,1
12091.0,1,17,2,0,0.0,0,1,3
11157.0,2,20,1,1,0.0,0,1,1
7612.0,1,16,1,1,0.0,0,1,2
27706.0,2,18,4,1,0.0,0,2,1
45.0,2,18,2,0,1.0,0,1,3
17400.0,1,14,0,1,1.0,0,1,0
26231.0,1,18,4,1,0.0,0,1,2
18300.0,2,19,16,1,1.0,0,2,0
13900.0,2,25,12,1,1.0,0,2,0
17200.0,2,1,13,1,1.0,0,1,0
14217.0,2,20,0,1,0.0,0,2,1
39533.0,2,19,10,1,0.0,0,1,1
3141.0,2,18,13,1,0.0,0,1,1
38342.0,1,16,16,0,0.0,0,1,3
16486.0,1,6,6,0,0.0,0,2,3
8900.0,2,6,6,1,1.0,0,2,0
9900.0,1,6,6,1,1.0,0,1,0
7900.0,2,6,6,1,1.0,0,2,0
17336.0,1,12,12,1,0.0,0,1,2
20206.0,2,15,1,1,0.0,0,2,1
17335.0,1,16,16,1,0.0,0,1,2
25048.0,2,0,16,0,0.0,0,2,3
25214.0,1,12,12,1,0.0,0,2,2
33580.0,1,6,6,1,0.0,0,1,2
1952.0,2,15,1,0,0.0,0,2,3
18491.0,1,17,1,1,0.0,0,1,2
9800.0,1,16,12,1,1.0,0,2,0
10366.0,2,19,12,1,0.0,0,2,1
10161.0,1,0,4,1,0.0,0,2,2
12434.0,1,23,0,1,0.0,0,2,2
29973.0,2,16,16,1,0.0,0,1,1
25330.0,2,11,11,1,0.0,0,2,1
52609.0,2,20,16,1,0.0,0,2,1
25200.0,1,20,10,1,1.0,0,2,0
11832.0,1,30,19,1,0.0,0,2,2
5400.0,1,18,13,1,1.0,0,2,0
3384.0,1,17,2,0,0.0,0,1,3
13756.0,1,14,0,1,0.0,0,1,2
16899.0,1,12,12,1,0.0,0,1,2
5700.0,1,0,0,1,1.0,0,2,0
46.0,1,19,0,1,1.0,0,1,0
11400.0,2,6,6,1,1.0,0,1,0
95.0,1,15,1,1,1.0,0,1,0
10700.0,2,19,11,1,1.0,0,1,0
12150.0,2,0,4,1,0.0,0,2,1
7800.0,1,9,9,1,1.0,0,0,0
13761.0,1,13,13,0,0.0,0,2,3
45377.0,2,16,1,1,0.0,0,2,1
15900.0,1,6,6,1,1.0,0,1,0
7000.0,2,16,1,1,1.0,0,2,0
16476.0,2,21,4,1,0.0,0,1,1
7200.0,2,20,1,0,1.0,0,2,3
11800.0,1,16,1,1,1.0,0,1,0
6832.0,2,16,11,1,0.0,0,1,1
6222.0,2,17,2,1,0.0,0,1,1
33539.0,2,21,8,1,0.0,0,2,1
14000.0,2,6,6,1,1.0,0,2,0
24677.0,2,6,6,1,0.0,0,2,1
6708.0,2,21,13,1,0.0,0,2,1
10903.0,1,15,1,1,0.0,0,2,2
6710.0,1,13,13,1,0.0,0,1,2
10841.0,2,9,9,1,0.0,0,1,1
29340.0,2,18,16,1,0.0,0,1,1
7700.0,2,16,16,1,1.0,0,1,0
18803.0,1,0,4,1,0.0,0,1,2
28405.0,2,28,4,1,0.0,0,1,1
15521.0,1,15,1,1,0.0,0,1,2
10900.0,2,16,13,1,1.0,0,2,0
13900.0,2,12,12,1,1.0,0,0,0
24123.0,1,13,13,1,0.0,0,2,2
12.0,2,20,13,1,1.0,0,2,0
11737.0,1,0,2,1,0.0,0,2,2
14366.0,1,29,4,1,0.0,0,2,2
13605.0,2,24,2,1,0.0,0,1,1
21000.0,1,21,2,1,1.0,0,2,0
21470.0,2,6,6,1,0.0,0,1,1
26850.0,1,9,9,1,0.0,0,2,2
10400.0,2,17,16,1,1.0,0,2,0
8000.0,2,19,1,1,1.0,0,2,0
13000.0,2,26,16,1,1.0,0,2,0
5840.0,1,20,2,1,0.0,0,1,2
68.0,2,18,0,1,1.0,0,1,0
32223.0,1,24,5,0,0.0,0,2,3
13323.0,2,16,16,1,0.0,0,1,1
576.0,2,25,1,1,0.0,0,2,1
25977.0,1,19,2,1,0.0,0,2,2
84.0,1,12,12,1,1.0,0,2,0
23.0,2,20,16,1,1.0,0,1,0
5200.0,2,1,2,0,1.0,0,2,3
66.0,2,20,16,1,1.0,0,1,0
15100.0,1,25,16,1,1.0,0,1,0
15110.0,2,0,2,1,0.0,0,1,1
10600.0,2,16,12,1,1.0,0,1,0
8600.0,2,21,1,1,1.0,0,2,0
11100.0,2,12,12,1,1.0,0,1,0
5700.0,2,10,10,1,1.0,0,2,0
12252.0,1,24,16,1,0.0,0,2,2
22420.0,1,13,13,1,0.0,0,1,2
3715.0,2,21,2,1,0.0,0,2,1
67.0,1,17,1,1,1.0,0,2,0
26460.0,2,19,9,1,0.0,0,2,1
12783.0,1,17,11,1,0.0,0,2,2
13600.0,2,19,19,0,1.0,0,2,3
46201.0,1,13,13,0,0.0,0,1,3
7700.0,2,16,16,1,1.0,0,2,0
18937.0,2,21,16,1,0.0,0,1,1
14539.0,1,14,0,1,0.0,0,1,2
21723.0,2,15,1,1,0.0,0,1,1
16858.0,1,6,6,1,0.0,0,1,2
22143.0,2,6,6,0,0.0,0,2,3
61.0,2,6,6,1,1.0,0,2,0
15683.0,1,10,10,1,0.0,0,1,2
10130.0,1,25,1,1,0.0,0,2,2
57.0,1,17,10,0,1.0,0,2,3
3800.0,1,16,1,1,1.0,0,2,0
121.0,2,18,4,1,1.0,0,1,0
13569.0,1,20,19,1,0.0,0,1,2
9550.0,1,1,8,0,0.0,0,1,3
15000.0,2,19,19,1,1.0,0,1,0
106.0,2,18,4,1,1.0,0,2,0
10843.0,1,18,2,1,0.0,0,1,2
12057.0,2,12,12,1,0.0,0,2,1
11100.0,2,7,7,1,1.0,0,1,0
13969.0,1,0,4,1,0.0,0,2,2
7600.0,1,23,9,1,1.0,0,1,0
16711.0,1,6,6,1,0.0,0,2,2
15435.0,2,8,8,1,0.0,0,1,1
9431.0,1,11,11,1,0.0,0,1,2
27687.0,2,0,19,1,0.0,0,1,1
40073.0,2,6,6,0,0.0,0,1,3
22000.0,2,6,6,1,1.0,0,1,0
11037.0,1,13,13,1,0.0,0,1,2
8800.0,1,19,12,1,1.0,0,2,0
8212.0,2,16,1,1,0.0,0,1,1
24270.0,2,19,4,1,0.0,0,2,1
18050.0,2,23,16,0,0.0,0,1,3
21800.0,2,16,1,1,1.0,0,0,0
97.0,1,6,6,1,1.0,0,1,0
21900.0,2,15,1,0,1.0,0,0,3
21400.0,2,18,1,1,1.0,0,2,0
34572.0,2,17,11,0,0.0,0,1,3
19928.0,2,17,1,1,0.0,0,1,1
9902.0,1,16,0,1,0.0,0,1,2
11000.0,1,24,11,1,1.0,0,2,0
6300.0,1,16,16,1,1.0,0,1,0
22474.0,1,14,0,1,0.0,0,2,2
24926.0,1,25,1,1,0.0,0,1,2
77.0,2,6,6,1,1.0,0,1,0
10838.0,1,17,16,1,0.0,0,1,2
100.0,2,18,4,1,0.0,0,1,1
23231.0,1,19,1,1,0.0,0,1,2
17323.0,2,21,1,1,0.0,0,2,1
11800.0,2,21,8,1,1.0,0,2,0
6100.0,2,9,9,1,1.0,0,1,0
18241.0,1,10,10,1,0.0,0,1,2
100.0,2,0,16,0,1.0,0,2,3
12700.0,2,19,16,1,1.0,0,1,0
4600.0,3,18,16,1,1.0,0,2,0
16417.0,1,6,6,1,0.0,0,1,2
5700.0,1,14,0,1,1.0,0,1,0
11800.0,1,15,1,1,1.0,0,2,0
20700.0,2,19,19,1,1.0,0,2,0
17587.0,2,10,10,1,0.0,0,1,1
27727.0,2,23,2,1,0.0,0,2,1
21727.0,1,18,4,1,0.0,0,1,2
13900.0,1,16,16,1,1.0,0,2,0
10300.0,2,7,7,1,1.0,0,1,0
5000.0,2,6,6,1,1.0,0,1,0
59.0,1,15,1,1,1.0,0,2,0
11800.0,1,0,13,1,1.0,0,2,0
74.0,2,14,0,1,1.0,0,1,0
13168.0,1,25,19,1,0.0,0,1,2
12431.0,1,21,19,1,0.0,0,1,2
21478.0,2,6,6,1,0.0,0,1,1
4583.0,2,20,11,1,0.0,0,1,1
11.0,1,6,6,1,1.0,0,2,0
5800.0,1,19,13,1,1.0,0,2,0
7581.0,1,21,12,0,0.0,0,1,3
10200.0,1,6,6,0,1.0,0,2,3
2174.0,2,6,6,1,0.0,0,2,1
7900.0,2,6,6,1,1.0,0,1,0
20827.0,1,15,1,0,0.0,0,2,3
74.0,1,6,6,0,1.0,0,1,3
52585.0,1,6,6,1,0.0,0,2,2
16700.0,1,18,2,0,1.0,0,2,3
32030.0,2,0,2,1,0.0,0,2,1
64.0,2,7,7,1,1.0,0,1,0
18500.0,1,18,0,1,1.0,0,2,0
26357.0,2,20,13,1,0.0,0,1,1
28864.0,1,16,13,1,0.0,0,1,2
52179.0,2,23,16,0,0.0,0,1,3
54128.0,2,18,1,1,0.0,0,2,1
39389.0,2,8,8,1,0.0,0,2,1
29800.0,1,18,1,1,1.0,0,2,0
2819.0,2,17,2,0,0.0,0,2,3
18000.0,1,16,16,1,1.0,0,1,0
8700.0,2,19,19,1,1.0,0,1,0
30.0,2,19,4,1,1.0,0,2,0
22248.0,2,24,11,1,0.0,0,1,1
69.0,1,24,0,1,1.0,0,1,0
4319.0,2,21,1,1,0.0,0,1,1
974.0,2,8,8,1,0.0,0,2,1
1212.0,2,15,1,1,0.0,0,1,1
2700.0,1,8,8,1,1.0,0,2,0
16113.0,1,16,16,1,0.0,0,1,2
19097.0,2,21,16,0,0.0,0,2,3
12874.0,1,6,6,1,0.0,0,1,2
8900.0,2,21,1,1,1.0,0,2,0
46.0,2,30,19,1,1.0,0,1,0
13116.0,2,23,0,1,0.0,0,2,1
21022.0,2,16,1,1,0.0,0,2,1
12569.0,1,6,6,1,0.0,0,1,2
10100.0,2,20,16,1,1.0,0,2,0
15714.0,2,20,20,1,0.0,0,1,1
15000.0,1,10,10,1,1.0,0,2,0
14664.0,2,18,16,0,0.0,0,1,3
12605.0,1,11,11,1,0.0,0,1,2
500.0,2,20,1,1,1.0,0,1,0
15492.0,1,9,9,1,0.0,0,1,2
12800.0,2,19,16,1,1.0,0,1,0
3300.0,2,6,6,1,1.0,0,1,0
15500.0,1,25,4,1,1.0,0,0,0
18764.0,2,16,12,1,0.0,0,1,1
28320.0,1,17,2,1,0.0,0,2,2
2883.0,2,18,11,1,0.0,0,1,1
28886.0,2,23,1,1,0.0,0,1,1
86.0,2,18,16,0,1.0,0,1,3
11800.0,1,18,4,0,1.0,0,1,3
18900.0,2,23,19,1,1.0,0,1,0
37318.0,1,8,8,1,0.0,0,1,2
2400.0,1,14,0,1,1.0,0,0,0
3500.0,2,13,13,0,1.0,0,2,3
10400.0,1,20,11,1,1.0,0,1,0
10629.0,1,19,4,1,0.0,0,2,2
64.0,2,18,0,1,1.0,0,2,0
13361.0,1,21,16,1,0.0,0,2,2
24739.0,1,13,13,1,0.0,0,1,2
12978.0,2,17,2,1,0.0,0,2,1
9500.0,1,15,10,1,1.0,0,2,0
16725.0,1,25,4,1,0.0,0,2,2
24186.0,1,18,4,1,0.0,0,1,2
32075.0,2,0,16,1,0.0,0,2,1
3934.0,2,18,11,1,0.0,0,1,1
5204.0,1,15,13,1,0.0,0,1,2
11239.0,2,18,16,1,0.0,0,2,1
11200.0,1,6,6,1,1.0,0,1,0
10430.0,2,6,6,1,0.0,0,2,1
9400.0,1,6,6,1,1.0,0,2,0
4300.0,2,6,6,1,1.0,0,0,0
7500.0,2,7,7,1,1.0,0,2,0
50.0,1,17,2,1,1.0,0,2,0
23152.0,2,16,16,1,0.0,0,1,1
11108.0,2,19,11,1,0.0,0,1,1
37192.0,1,6,6,1,0.0,0,1,2
59.0,2,14,0,1,1.0,0,1,0
24413.0,2,21,11,1,0.0,0,1,1
27491.0,1,0,12,1,0.0,0,1,2
12100.0,2,0,16,1,1.0,0,2,0
19256.0,2,9,9,1,0.0,0,2,1
19267.0,1,14,0,1,0.0,0,1,2
14074.0,1,18,2,1,0.0,0,2,2
0.0,2,6,6,1,1.0,0,2,0
12300.0,1,6,6,0,1.0,0,2,3
33070.0,1,14,0,1,0.0,0,1,2
16094.0,2,12,12,1,0.0,0,1,1
19651.0,2,17,2,1,0.0,0,1,1
23875.0,1,6,6,1,0.0,0,1,2
10600.0,1,18,10,1,1.0,0,1,0
26774.0,2,21,11,1,0.0,0,1,1
7842.0,2,19,12,0,0.0,0,1,3
55.0,1,7,7,1,1.0,0,2,0
16647.0,2,16,0,1,0.0,0,1,1
35299.0,1,14,0,1,0.0,0,1,2
15300.0,2,6,6,0,1.0,0,2,3
23798.0,1,26,19,1,0.0,0,2,2
20859.0,1,17,2,1,0.0,0,1,2
9200.0,1,19,12,1,1.0,0,0,0
35681.0,1,24,12,1,0.0,0,1,2
15206.0,1,11,11,1,0.0,0,2,2
19800.0,2,9,9,1,1.0,0,1,0
5400.0,2,6,6,0,1.0,0,1,3
12200.0,1,6,6,1,1.0,0,1,0
12500.0,1,18,16,1,1.0,0,1,0
5796.0,1,0,1,1,0.0,0,1,2
109.0,2,23,2,1,1.0,0,2,0
15747.0,2,6,6,1,0.0,0,2,1
20300.0,2,15,1,1,1.0,0,2,0
75.0,1,6,6,1,1.0,0,1,0
15163.0,1,6,6,0,0.0,0,1,3
30952.0,1,14,0,1,0.0,0,2,2
13177.0,2,18,12,1,0.0,0,1,1
2500.0,1,17,2,1,1.0,0,2,0
10599.0,1,17,16,1,0.0,0,2,2
38171.0,2,18,1,1,0.0,0,2,1
31362.0,1,23,16,1,0.0,0,1,2
15569.0,2,6,6,1,0.0,0,2,1
16398.0,1,12,12,1,0.0,0,1,2
59.0,1,16,16,1,1.0,0,1,0
42.0,1,18,12,1,1.0,0,1,0
119.0,2,17,2,1,1.0,0,2,0
